Month,opinion_mon+1,constant,news_county_mean_ob_imp,news_county_num,racediv,agediv,edudiv,politicaldiv,voteturn,popden,medianinc,housemedianprice,unem,edulevel,pc
2007/06/01,64.82515548,1.6649470700000004,0.665978828000001,3.329894140000001,0.47701716829772,1.5578172723187207,0.9022516022307584,1.2835820192000047,72.20270483126123,2999.95407164006,10.912208184071973,35.24629887705968,7.965325290971543,43.272030879186254,0.009830234455502249
2007/07/01,64.83221426,1.6649470700000004,0.5609959773333347,3.239689829999996,0.4775499176010875,1.5578520365670987,0.9024355747690562,1.2835820192000047,72.21061250888852,3001.7144998167455,10.905054077388437,35.35568787441991,8.007118523396302,43.27567291257183,0.009830234455502249
2007/08/01,64.81043111,1.6649470700000004,0.5609959773333347,3.239689829999996,0.478083368476531,1.5578862203466783,0.9026239367857225,1.2835820192000047,72.21520815439197,3003.4724964734687,10.89779102673741,35.463142979903864,8.06029651533503,43.28006445907716,0.009830234455502249
2007/09/01,64.75925795,1.6649470700000004,0.15747427600000014,1.5747427599999992,0.4786171743894552,1.5579198386780628,0.9028158698279035,1.2835820192000047,72.2164828786069,3005.2280137986636,10.890418501040092,35.568624327716684,8.128332356005734,43.28521185023444,0.009830234455502249
2007/10/01,64.67814669,1.6649470700000004,0.15747427600000014,1.5747427599999992,0.4791509888052643,1.5579529065818836,0.9030105554427492,1.2835820192000047,72.21442779236759,3006.981003980731,10.882935969316588,35.672092050810825,8.214699134626343,43.29112141757553,0.009830234455502249
2007/11/01,64.56654926,1.6649470700000004,0.15747427600000014,1.5747427599999992,0.47968446518936864,1.5579854390787604,0.9032071751774253,1.2835820192000047,72.20903400650893,3008.7314192080767,10.875342900446793,35.77350628093265,8.322869940414897,43.29779949263265,0.009830234455502249
2007/12/01,64.42391758,1.6649470700000004,0.15747427600000014,1.5747427599999992,0.4802172570071716,1.5580174511893292,0.903404910579074,1.2835820192000047,72.20029263186622,3010.479211669088,10.867638763411103,35.87282715216173,8.456317862589303,43.3052524069383,0.009830234455502249
2008/01/01,64.24970356,1.6649470700000004,0.5609959773333347,3.239689829999996,0.4807490177240853,1.558048957934199,0.9036029431948513,1.2835820192000047,72.18819477927326,3012.2243335522103,10.859823027298477,35.97001479682287,8.618515990367612,43.313486492023856,0.009830234455502249
2008/02/01,64.04335913,1.6649470700000004,0.5609959773333347,3.239689829999996,0.4812794008055099,1.558079974334003,0.9038004545719165,1.2835820192000047,72.17273155956605,3013.966737045821,10.851895161038053,36.06502934813829,8.812937412967793,43.322508079421816,0.009830234455502249
2008/03/01,63.79048963,1.6649470700000004,0.5609959773333347,3.239689829999996,0.4818080597168533,1.558110515409371,0.9039966262574208,1.2835820192000047,72.15389408357811,3015.7063743383324,10.843854633578756,36.15783093784335,9.043055219607785,43.332323500664444,0.009830234455502249
2008/04/01,63.50716287,1.6649470700000004,0.665978828000001,3.329894140000001,0.48233464792352215,1.5581405961809023,0.9041906397985138,1.2835820192000047,72.13167346214577,3017.4431976181377,10.835700913840071,36.24837970048766,9.31234249950558,43.342939087283334,0.009830234455502249
2008/05/01,63.19560008,1.6649470700000004,0.665978828000001,3.329894140000001,0.4828588188909267,1.5581702316692465,0.9043816767423558,1.2835820192000047,72.10606080610245,3019.177159073666,10.827433470937704,36.33663576756235,9.624272341879175,43.3543611708113,0.009830234455502249
2008/06/01,62.85802251,1.6649470700000004,0.665978828000001,3.329894140000001,0.4833802260844668,1.5581994368950198,0.9045689186360956,1.2835820192000047,72.0770472262836,3020.908210893319,10.819051773679108,36.42255927373001,9.982317835946565,43.36659608277979,0.009830234455502249
2008/07/01,62.49665138,1.6649470700000004,0.665978828000001,3.329894140000001,0.4838984759984871,1.558228210097107,0.904751547026887,1.2835820192000047,72.04435213941728,3022.6502666856545,10.810555291199003,36.506110349598295,10.415403232097761,43.379650154721176,0.009830234455502249
2008/08/01,62.11370793,1.6649470700000004,0.665978828000001,3.329894140000001,0.4844134334681906,1.5582566418139665,0.9049287434618885,1.2835820192000047,72.00837417835842,3024.3901400390473,10.801943492522208,36.5872491295189,10.888824915106557,43.39352971816755,0.009830234455502249
2008/09/01,61.71141341,1.6649470700000004,0.665978828000001,3.329894140000001,0.4849249163577241,1.558284805802314,0.90509968948825,1.2835820192000047,71.96924030099557,3026.1286058225587,10.793215846367055,36.66593574615169,11.393330393605053,43.40824110465094,0.009830234455502249
2008/10/01,61.29198904,1.6649470700000004,0.7931049659999998,2.4523184499999977,0.4854327425312253,1.5583127758188784,0.9052635666531228,1.2835820192000047,71.92707746521711,3027.8664389052574,10.784371821839711,36.74213033250817,11.919667176225204,43.4237906457036,0.009830234455502249
2008/11/01,60.85765606,1.6649470700000004,0.5609959773333347,3.239689829999996,0.4859367298528371,1.5583406256203869,0.9054195565036676,1.2835820192000047,71.88201262891037,3029.6044141562875,10.775410888164986,36.8157930205569,12.458582771598838,43.44018467285737,0.009830234455502249
2008/12/01,60.4106357,1.6649470700000004,0.5609959773333347,3.239689829999996,0.48643669618669727,1.558368428963551,0.9055668405870322,1.2835820192000047,71.83417274996442,3031.3433064446963,10.766332513877694,36.88688394522911,13.000824688358101,43.45742951764477,0.009830234455502249
2009/01/01,59.95314921,1.6649470700000004,0.5473660973333347,3.4441380299999973,0.4869324593969497,1.5583962596050898,0.9057046004503745,1.2683890547999999,71.78368478626687,3033.083890639601,10.757136168221779,36.95536323624912,13.53714043513485,43.47553151159737,-0.043343673760308794
2009/02/01,59.48741781,1.6649470700000004,0.9430640789999994,5.109085099999993,0.48742383734773376,1.5584241913017367,0.9058320176408435,1.2683890547999999,71.73067569570601,3034.8269416100597,10.747821320071472,37.02119102928957,14.058277520561061,43.4944969862477,-0.043343673760308794
2009/03/01,59.01203535,1.6649470700000004,0.9430640789999994,5.109085099999993,0.4879106479031937,1.5584522978102078,0.9059482737055946,1.2683890547999999,71.67527243616973,3036.573234225188,10.738387438377515,37.0843274566339,14.554983453268743,43.51433227312771,-0.043343673760308794
2009/04/01,58.53357593,1.6649470700000004,0.9430640789999994,5.109085099999993,0.48839270892746517,1.558480652887218,0.9060525501917878,1.2683890547999999,71.61760196554728,3038.323543354063,10.728833992353382,37.14473264996635,15.018005741889876,43.53504370376946,-0.043343673760308794
2009/05/01,58.05498628,1.6649470700000004,0.5770192799999994,5.109085099999993,0.4888698382846915,1.558509330289494,0.9061440286465687,1.2683890547999999,71.55779124172582,3040.0786438657788,10.71916045077572,37.20236674363128,15.438091895056296,43.556637609705156,-0.043343673760308794
2009/06/01,57.5792131,1.6649470700000004,1.017197035666668,8.438979240000027,0.4893418538390161,1.5585384037737544,0.9062218906170952,1.2683890547999999,71.49596722259392,3041.8393106294393,10.709366282689807,37.25718986940918,15.805989421400112,43.57912032246679,-0.043343673760308794
2009/07/01,57.10920311,1.6649470700000004,0.8566329652000003,6.774032169999993,0.4898084896926125,1.558568006750888,0.9062853176505204,1.2683890547999999,71.4322568660394,3043.6582702588225,10.699450957021886,37.30916216073339,16.084342319022106,43.60249817358636,-0.043343673760308794
2009/08/01,56.64790303,1.6649470700000004,0.9430640789999994,5.109085099999993,0.49026994063846896,1.5585979445338982,0.9063334912939962,1.2683890547999999,71.36678712995084,3045.481934379418,10.689413942710738,37.35824375055245,16.306053447213156,43.62677749459633,-0.043343673760308794
2009/09/01,56.19825957,1.6649470700000004,0.9430640789999994,5.109085099999993,0.4907263177076103,1.5586280820899843,0.9063655930946787,1.2683890547999999,71.29968497221623,3047.308666306508,10.679254708966798,37.40439477157105,16.475922069870705,43.65196461702837,-0.043343673760308794
2009/10/01,55.76321944,1.6649470700000004,0.9430640789999994,5.109085099999993,0.49117773193106606,1.558658284386312,0.9063808045997216,1.2683890547999999,71.23107735072372,3049.1368293554024,10.66897272440063,37.44757535675368,16.598747450892322,43.678065872415004,-0.043343673760308794
2009/11/01,55.34572936,1.6649470700000004,1.1904961473333329,3.4441380299999973,0.4916242943398553,1.5586884163900732,0.9063783073562764,1.2683890547999999,71.16109122336182,3050.964786841428,10.658567458175947,37.48774563915425,16.67932885417557,43.7050875922878,-0.043343673760308794
2009/12/01,54.94873604,1.6649470700000004,1.309108877999996,5.109085099999993,0.492066115965006,1.558718343068437,0.9063572829114981,1.2683890547999999,71.08985354801813,3052.7909020798797,10.648038379279814,37.5248657510826,16.72246554361805,43.7330361081795,-0.043343673760308794
2010/01/01,54.5751862,1.6649470700000004,1.1904961473333329,3.4441380299999973,0.4925033078375378,1.5587479293885895,0.9063169128125407,1.2683890547999999,71.01749128258126,3054.613538386046,10.637384956897222,37.55889582590987,16.732956783117128,43.761917751621766,-0.043343673760308794
2010/02/01,54.22802656,1.6649470700000004,1.1904961473333329,3.4441380299999973,0.49293598098847785,1.5587770403177108,0.9062563786065583,1.2683890547999999,70.94413138493933,3056.431059075268,10.626606659471825,37.589795996475665,16.715601836570382,43.79173885414675,-0.043343673760308794
2010/03/01,53.92597092,1.6649470700000004,0.9430640789999994,5.109085099999993,0.4933642464488536,1.5588055408229806,0.9061748618407052,1.2683890547999999,70.86990081298063,3058.2418274628044,10.615702956579533,37.617526395422544,16.675199967875404,43.82250574728674,-0.043343673760308794
2010/04/01,53.65304548,1.6649470700000004,0.9430640789999994,5.109085099999993,0.49378821524968725,1.5588332958715743,0.9060715440621336,1.2683890547999999,70.79492652459282,3060.0442068639923,10.604673316727384,37.64204715579388,16.616550440929675,43.854224762573665,-0.043343673760308794
